id_contenido,id_estudiante,edad,genero,estilo,formato,tamaño,duracion,tipo_interactivo,nivel_interactivo,ruido,luz,ubicacion,conectividad,acelerometro,canal,rating
1,1031887,22,f,secuencial-global,video,50,87,interactivo,5,medio,bajo,otro,medio,movimiento,correo,4
1,824277,18,f,activo-reflexivo,video,50,87,interactivo,5,alto,bajo,casa,medio,quieto,correo,4
1,1291766,23,m,secuencial-global,video,50,87,interactivo,5,alto,alto,otro,medio,movimiento,correo,2
1,2253129,17,f,activo-reflexivo,video,50,87,interactivo,5,bajo,medio,universidad,alto,quieto,web,2
1,2166206,18,f,secuencial-global,video,50,87,interactivo,5,bajo,alto,casa,medio,quieto,web,2
1,1085953,19,f,sensorial-intuitivo,video,50,87,interactivo,5,medio,alto,universidad,bajo,movimiento,web,2
1,36827,23,m,activo-reflexivo,video,50,87,interactivo,5,bajo,alto,universidad,bajo,quieto,web,4
1,1255155,23,f,visual-verbal,video,50,87,interactivo,5,bajo,medio,universidad,medio,movimiento,web,2
1,1664010,23,f,sensorial-intuitivo,video,50,87,interactivo,5,medio,medio,otro,alto,quieto,web,3
1,1819300,21,m,secuencial-global,video,50,87,interactivo,5,bajo,medio,universidad,alto,quieto,web,4
1,1616284,25,f,secuencial-global,video,50,87,interactivo,5,bajo,bajo,casa,bajo,movimiento,correo,5
1,858405,19,m,sensorial-intuitivo,video,50,87,interactivo,5,medio,alto,universidad,alto,movimiento,web,3
1,1642347,24,f,activo-reflexivo,video,50,87,interactivo,5,alto,alto,universidad,alto,movimiento,correo,3
1,1233994,24,m,secuencial-global,video,50,87,interactivo,5,medio,medio,casa,bajo,quieto,web,4
1,977222,23,f,sensorial-intuitivo,video,50,87,interactivo,5,alto,alto,casa,alto,quieto,web,4
1,2202430,17,f,visual-verbal,video,50,87,interactivo,5,bajo,medio,otro,bajo,movimiento,web,4
1,2126467,19,m,sensorial-intuitivo,video,50,87,interactivo,5,medio,alto,casa,bajo,movimiento,correo,3
1,901931,18,f,secuencial-global,video,50,87,interactivo,5,bajo,alto,casa,medio,movimiento,web,3
1,954642,19,m,activo-reflexivo,video,50,87,interactivo,5,alto,alto,universidad,medio,movimiento,correo,2
1,1712616,25,f,secuencial-global,video,50,87,interactivo,5,alto,alto,universidad,alto,movimiento,web,4
1,767518,17,f,visual-verbal,video,50,87,interactivo,5,alto,alto,otro,bajo,movimiento,correo,4
1,178143,22,m,sensorial-intuitivo,video,50,87,interactivo,5,alto,medio,universidad,medio,movimiento,web,3
1,1562197,17,f,activo-reflexivo,video,50,87,interactivo,5,bajo,medio,casa,bajo,movimiento,correo,2
1,1312448,22,f,activo-reflexivo,video,50,87,interactivo,5,bajo,alto,casa,medio,movimiento,correo,2
1,1795420,24,m,secuencial-global,video,50,87,interactivo,5,bajo,medio,casa,alto,quieto,correo,2
1,2044640,23,m,secuencial-global,video,50,87,interactivo,5,alto,alto,casa,medio,movimiento,web,5
1,2345015,23,m,secuencial-global,video,50,87,interactivo,5,alto,bajo,casa,medio,movimiento,correo,2
1,697474,23,f,visual-verbal,video,50,87,interactivo,5,medio,alto,casa,bajo,quieto,correo,4
1,882069,22,m,activo-reflexivo,video,50,87,interactivo,5,bajo,alto,casa,medio,quieto,web,1
1,2556737,23,f,secuencial-global,video,50,87,interactivo,5,alto,alto,casa,bajo,quieto,web,1
1,6018,18,f,activo-reflexivo,video,50,87,interactivo,5,medio,alto,otro,alto,quieto,correo,3
1,1686647,25,m,secuencial-global,video,50,87,interactivo,5,bajo,alto,universidad,alto,quieto,web,3
1,953586,18,m,activo-reflexivo,video,50,87,interactivo,5,bajo,bajo,casa,alto,movimiento,web,5
1,1822001,20,f,secuencial-global,video,50,87,interactivo,5,alto,bajo,casa,bajo,quieto,web,4
1,528851,19,f,sensorial-intuitivo,video,50,87,interactivo,5,medio,medio,universidad,alto,quieto,correo,3
1,2291306,22,m,sensorial-intuitivo,video,50,87,interactivo,5,medio,medio,casa,alto,quieto,web,2
1,833859,17,m,activo-reflexivo,video,50,87,interactivo,5,alto,alto,universidad,alto,movimiento,correo,3
1,273212,17,f,visual-verbal,video,50,87,interactivo,5,alto,medio,universidad,medio,movimiento,web,2
1,673040,23,f,visual-verbal,video,50,87,interactivo,5,medio,medio,universidad,medio,quieto,correo,3
1,2503369,25,f,secuencial-global,video,50,87,interactivo,5,alto,medio,casa,bajo,quieto,web,2
1,2553741,20,m,activo-reflexivo,video,50,87,interactivo,5,bajo,bajo,casa,bajo,movimiento,correo,3
1,1472971,21,m,secuencial-global,video,50,87,interactivo,5,bajo,medio,otro,medio,quieto,correo,5
1,1960115,24,f,secuencial-global,video,50,87,interactivo,5,alto,bajo,otro,medio,quieto,correo,4
1,541569,18,m,activo-reflexivo,video,50,87,interactivo,5,alto,bajo,casa,alto,movimiento,web,2
1,766434,21,m,activo-reflexivo,video,50,87,interactivo,5,alto,bajo,otro,alto,movimiento,web,5
1,1254363,21,f,activo-reflexivo,video,50,87,interactivo,5,alto,medio,casa,bajo,quieto,correo,4
1,1048579,23,f,visual-verbal,video,50,87,interactivo,5,alto,bajo,otro,bajo,movimiento,correo,4
1,2193086,18,f,secuencial-global,video,50,87,interactivo,5,medio,medio,universidad,bajo,movimiento,correo,3
1,1333823,18,f,visual-verbal,video,50,87,interactivo,5,medio,alto,universidad,medio,quieto,correo,5
1,1694689,25,f,secuencial-global,video,50,87,interactivo,5,alto,bajo,casa,medio,quieto,web,4
1,1340920,22,m,visual-verbal,video,50,87,interactivo,5,bajo,alto,otro,bajo,movimiento,correo,4
1,1021080,20,m,visual-verbal,video,50,87,interactivo,5,alto,bajo,casa,bajo,quieto,web,4
1,888393,21,m,secuencial-global,video,50,87,interactivo,5,medio,bajo,otro,medio,quieto,correo,4
1,510593,25,m,secuencial-global,video,50,87,interactivo,5,alto,medio,casa,alto,movimiento,correo,4
1,1157185,24,f,sensorial-intuitivo,video,50,87,interactivo,5,medio,bajo,otro,alto,quieto,web,3
1,1419139,19,m,secuencial-global,video,50,87,interactivo,5,medio,alto,casa,alto,movimiento,web,1
1,2118342,23,f,activo-reflexivo,video,50,87,interactivo,5,alto,alto,universidad,alto,movimiento,correo,4
1,1887139,20,m,sensorial-intuitivo,video,50,87,interactivo,5,bajo,medio,universidad,medio,quieto,correo,5
1,2546451,21,m,sensorial-intuitivo,video,50,87,interactivo,5,alto,medio,universidad,medio,quieto,correo,2
1,386427,23,f,activo-reflexivo,video,50,87,interactivo,5,alto,medio,universidad,alto,movimiento,correo,2
1,305344,17,m,sensorial-intuitivo,video,50,87,interactivo,5,medio,bajo,universidad,alto,movimiento,web,1
1,2558212,23,m,secuencial-global,video,50,87,interactivo,5,alto,medio,casa,bajo,movimiento,correo,5
1,471790,24,f,activo-reflexivo,video,50,87,interactivo,5,medio,alto,casa,bajo,quieto,correo,4
1,1012466,25,f,activo-reflexivo,video,50,87,interactivo,5,medio,bajo,casa,alto,quieto,correo,3
1,798319,22,m,secuencial-global,video,50,87,interactivo,5,alto,alto,casa,bajo,movimiento,web,3
1,412641,25,m,secuencial-global,video,50,87,interactivo,5,bajo,bajo,casa,medio,quieto,web,3
1,669117,20,m,secuencial-global,video,50,87,interactivo,5,medio,alto,universidad,alto,movimiento,correo,1
1,754271,21,f,activo-reflexivo,video,50,87,interactivo,5,alto,bajo,universidad,alto,quieto,web,5
1,2605571,23,f,activo-reflexivo,video,50,87,interactivo,5,alto,bajo,casa,alto,quieto,web,2
1,1017290,21,f,visual-verbal,video,50,87,interactivo,5,alto,alto,otro,bajo,movimiento,correo,4
1,343818,25,f,secuencial-global,video,50,87,interactivo,5,alto,medio,otro,medio,quieto,correo,3
1,1113503,18,f,visual-verbal,video,50,87,interactivo,5,medio,alto,casa,bajo,movimiento,correo,4
1,2189446,21,f,visual-verbal,video,50,87,interactivo,5,medio,medio,casa,medio,quieto,web,5
1,1335658,18,m,sensorial-intuitivo,video,50,87,interactivo,5,bajo,alto,otro,alto,quieto,correo,4
1,1963869,23,f,activo-reflexivo,video,50,87,interactivo,5,alto,medio,universidad,medio,quieto,web,3
1,22015,22,f,visual-verbal,video,50,87,interactivo,5,alto,medio,casa,alto,movimiento,correo,3
1,363450,18,m,sensorial-intuitivo,video,50,87,interactivo,5,alto,medio,otro,alto,quieto,web,4
1,1973975,22,f,secuencial-global,video,50,87,interactivo,5,alto,bajo,otro,alto,quieto,correo,3
1,205950,20,f,activo-reflexivo,video,50,87,interactivo,5,bajo,medio,otro,medio,quieto,correo,4
1,317325,19,f,visual-verbal,video,50,87,interactivo,5,alto,medio,otro,bajo,quieto,correo,1
1,1348856,25,f,activo-reflexivo,video,50,87,interactivo,5,medio,medio,otro,bajo,quieto,correo,3
1,1287003,18,m,sensorial-intuitivo,video,50,87,interactivo,5,bajo,bajo,universidad,bajo,quieto,web,2
1,1767524,22,m,visual-verbal,video,50,87,interactivo,5,bajo,alto,otro,bajo,movimiento,web,3
1,929903,19,f,visual-verbal,video,50,87,interactivo,5,medio,alto,otro,alto,quieto,correo,3
1,1130374,25,f,visual-verbal,video,50,87,interactivo,5,bajo,medio,casa,alto,quieto,correo,3
1,934315,18,f,secuencial-global,video,50,87,interactivo,5,bajo,bajo,universidad,alto,movimiento,web,3
1,1438614,17,f,visual-verbal,video,50,87,interactivo,5,bajo,bajo,casa,bajo,quieto,web,3
1,2254502,18,f,secuencial-global,video,50,87,interactivo,5,bajo,alto,casa,bajo,movimiento,correo,3
1,989013,20,m,sensorial-intuitivo,video,50,87,interactivo,5,medio,alto,casa,bajo,movimiento,correo,3
1,1052633,18,m,visual-verbal,video,50,87,interactivo,5,bajo,bajo,casa,medio,movimiento,web,3
1,2618568,20,f,visual-verbal,video,50,87,interactivo,5,medio,bajo,casa,alto,movimiento,correo,5
1,2610630,24,m,visual-verbal,video,50,87,interactivo,5,medio,bajo,casa,alto,quieto,correo,4
1,1389422,23,f,sensorial-intuitivo,video,50,87,interactivo,5,alto,medio,otro,alto,movimiento,web,3
1,387418,21,f,sensorial-intuitivo,video,50,87,interactivo,5,bajo,medio,casa,medio,movimiento,web,1
1,1361282,19,m,sensorial-intuitivo,video,50,87,interactivo,5,medio,bajo,casa,bajo,quieto,correo,3
1,336829,22,m,activo-reflexivo,video,50,87,interactivo,5,medio,bajo,universidad,bajo,movimiento,correo,4
1,230025,23,m,visual-verbal,video,50,87,interactivo,5,medio,bajo,casa,bajo,movimiento,correo,3
1,580970,17,f,sensorial-intuitivo,video,50,87,interactivo,5,bajo,medio,otro,medio,movimiento,correo,1
1,2046878,18,f,secuencial-global,video,50,87,interactivo,5,alto,bajo,casa,medio,quieto,web,2
1,578415,18,m,activo-reflexivo,video,50,87,interactivo,5,bajo,bajo,universidad,medio,quieto,correo,4
1,2645621,24,f,secuencial-global,video,50,87,interactivo,5,alto,alto,universidad,bajo,quieto,correo,3
1,2432988,25,f,activo-reflexivo,video,50,87,interactivo,5,alto,bajo,universidad,bajo,quieto,correo,3
1,1565026,20,f,visual-verbal,video,50,87,interactivo,5,alto,bajo,universidad,medio,quieto,web,3
1,2565053,20,f,sensorial-intuitivo,video,50,87,interactivo,5,alto,alto,universidad,alto,movimiento,correo,5
1,2122667,24,m,sensorial-intuitivo,video,50,87,interactivo,5,alto,medio,universidad,alto,quieto,correo,1
1,117703,24,f,activo-reflexivo,video,50,87,interactivo,5,alto,medio,casa,medio,quieto,correo,2
1,267107,22,f,visual-verbal,video,50,87,interactivo,5,bajo,alto,universidad,medio,movimiento,web,3
1,1639792,23,f,secuencial-global,video,50,87,interactivo,5,bajo,bajo,universidad,alto,quieto,correo,1
1,1035139,23,m,activo-reflexivo,video,50,87,interactivo,5,medio,alto,otro,bajo,movimiento,correo,3
1,135215,23,f,activo-reflexivo,video,50,87,interactivo,5,bajo,alto,otro,bajo,quieto,correo,5
1,1365384,21,m,activo-reflexivo,video,50,87,interactivo,5,alto,bajo,otro,medio,quieto,correo,3
1,2230283,22,m,visual-verbal,video,50,87,interactivo,5,bajo,bajo,casa,bajo,quieto,web,4
1,2299436,25,m,activo-reflexivo,video,50,87,interactivo,5,bajo,alto,casa,alto,movimiento,web,4
1,1506406,17,f,secuencial-global,video,50,87,interactivo,5,alto,bajo,universidad,medio,quieto,web,5
1,515952,22,m,sensorial-intuitivo,video,50,87,interactivo,5,alto,medio,casa,medio,movimiento,web,3
1,90554,24,m,sensorial-intuitivo,video,50,87,interactivo,5,alto,alto,otro,medio,quieto,correo,3
1,2398862,24,m,activo-reflexivo,video,50,87,interactivo,5,bajo,alto,casa,medio,quieto,web,4
1,1340811,21,f,visual-verbal,video,50,87,interactivo,5,medio,bajo,otro,alto,quieto,correo,4
1,2434700,23,m,activo-reflexivo,video,50,87,interactivo,5,bajo,alto,universidad,alto,movimiento,correo,4
1,1600674,18,m,sensorial-intuitivo,video,50,87,interactivo,5,alto,bajo,casa,alto,movimiento,correo,5
1,1278132,24,f,activo-reflexivo,video,50,87,interactivo,5,bajo,medio,universidad,bajo,quieto,correo,5
1,2487990,17,m,secuencial-global,video,50,87,interactivo,5,alto,medio,casa,medio,movimiento,web,2
1,2546815,25,m,activo-reflexivo,video,50,87,interactivo,5,medio,medio,otro,medio,quieto,web,2
1,1573865,20,f,sensorial-intuitivo,video,50,87,interactivo,5,medio,medio,casa,alto,movimiento,correo,4
1,343269,17,m,sensorial-intuitivo,video,50,87,interactivo,5,bajo,bajo,otro,alto,movimiento,web,1
1,2057056,23,f,activo-reflexivo,video,50,87,interactivo,5,bajo,alto,casa,alto,movimiento,correo,4
1,1697157,25,f,sensorial-intuitivo,video,50,87,interactivo,5,bajo,bajo,casa,alto,quieto,correo,2
1,770268,21,m,visual-verbal,video,50,87,interactivo,5,alto,medio,universidad,bajo,movimiento,correo,3
1,699878,25,f,sensorial-intuitivo,presentacion,92,49,combinado,5,bajo,medio,universidad,medio,quieto,web,2
1,2625420,17,m,visual-verbal,presentacion,92,49,combinado,5,medio,medio,casa,alto,movimiento,web,2
1,1874659,21,f,activo-reflexivo,presentacion,92,49,combinado,5,medio,alto,otro,medio,movimiento,correo,5
1,2541025,22,m,sensorial-intuitivo,presentacion,92,49,combinado,5,bajo,bajo,universidad,medio,quieto,web,3
1,1478381,21,f,sensorial-intuitivo,presentacion,92,49,combinado,5,medio,bajo,otro,bajo,quieto,correo,3
1,2606540,17,m,activo-reflexivo,presentacion,92,49,combinado,5,medio,bajo,casa,alto,quieto,web,4
1,308618,24,f,sensorial-intuitivo,presentacion,92,49,combinado,5,bajo,bajo,casa,bajo,quieto,web,4
1,741740,21,f,activo-reflexivo,presentacion,92,49,combinado,5,bajo,alto,casa,alto,movimiento,web,4
1,2213289,25,f,sensorial-intuitivo,presentacion,92,49,combinado,5,medio,bajo,otro,bajo,movimiento,web,3
1,1380479,24,m,secuencial-global,presentacion,92,49,combinado,5,medio,bajo,otro,medio,quieto,web,5
1,174683,22,m,sensorial-intuitivo,presentacion,92,49,combinado,5,alto,bajo,casa,medio,quieto,correo,5
1,1716229,19,m,activo-reflexivo,presentacion,92,49,combinado,5,alto,bajo,otro,alto,movimiento,correo,3
1,1332388,23,f,secuencial-global,presentacion,92,49,combinado,5,alto,medio,casa,medio,quieto,web,3
1,57515,21,m,secuencial-global,presentacion,92,49,combinado,5,bajo,bajo,universidad,alto,quieto,web,3
1,616350,17,f,secuencial-global,presentacion,92,49,combinado,5,alto,medio,universidad,alto,movimiento,correo,4
1,1311409,19,m,secuencial-global,presentacion,92,49,combinado,5,bajo,bajo,casa,alto,movimiento,web,4
1,724050,20,m,secuencial-global,presentacion,92,49,combinado,5,medio,medio,casa,alto,quieto,correo,2
1,1094517,20,m,visual-verbal,presentacion,92,49,combinado,5,medio,alto,otro,bajo,quieto,correo,4
1,1743030,21,m,activo-reflexivo,presentacion,92,49,combinado,5,medio,bajo,universidad,medio,quieto,web,3
1,1009622,18,m,activo-reflexivo,presentacion,92,49,combinado,5,bajo,alto,casa,alto,movimiento,web,2
1,2598295,22,m,secuencial-global,presentacion,92,49,combinado,5,medio,bajo,universidad,medio,movimiento,web,2
1,2539763,23,m,sensorial-intuitivo,presentacion,92,49,combinado,5,alto,alto,casa,alto,quieto,correo,3
1,2352327,18,f,activo-reflexivo,presentacion,92,49,combinado,5,medio,medio,otro,bajo,movimiento,web,5
1,108484,25,f,activo-reflexivo,presentacion,92,49,combinado,5,bajo,medio,universidad,alto,quieto,correo,3
1,832048,22,f,secuencial-global,presentacion,92,49,combinado,5,bajo,alto,casa,alto,quieto,correo,3
1,688590,22,m,secuencial-global,presentacion,92,49,combinado,5,alto,alto,universidad,bajo,quieto,web,3
1,2277519,18,m,visual-verbal,presentacion,92,49,combinado,5,medio,bajo,universidad,medio,quieto,web,4
1,1473206,18,f,secuencial-global,presentacion,92,49,combinado,5,bajo,medio,universidad,alto,movimiento,web,4
1,1448808,24,f,activo-reflexivo,presentacion,92,49,combinado,5,medio,bajo,universidad,medio,movimiento,web,4
1,1388266,25,f,sensorial-intuitivo,presentacion,92,49,combinado,5,alto,bajo,otro,alto,quieto,web,4
1,664105,22,m,secuencial-global,presentacion,92,49,combinado,5,alto,bajo,otro,alto,movimiento,correo,3
1,1193792,24,m,secuencial-global,presentacion,92,49,combinado,5,medio,medio,otro,medio,movimiento,correo,2
1,727242,18,f,activo-reflexivo,presentacion,92,49,combinado,5,medio,bajo,casa,medio,movimiento,web,1
1,2294328,19,m,visual-verbal,presentacion,92,49,combinado,5,alto,alto,otro,alto,quieto,correo,4
1,1521266,17,m,sensorial-intuitivo,presentacion,92,49,combinado,5,medio,medio,casa,alto,quieto,correo,3
1,1447366,22,f,visual-verbal,presentacion,92,49,combinado,5,bajo,medio,otro,medio,quieto,correo,4
1,2266017,18,m,secuencial-global,presentacion,92,49,combinado,5,bajo,medio,casa,medio,quieto,correo,1
1,1567630,18,m,activo-reflexivo,presentacion,92,49,combinado,5,bajo,bajo,universidad,alto,quieto,web,4
1,1164435,22,f,sensorial-intuitivo,presentacion,92,49,combinado,5,alto,bajo,universidad,bajo,quieto,correo,3
1,2170930,23,m,sensorial-intuitivo,presentacion,92,49,combinado,5,alto,bajo,universidad,medio,quieto,web,1
1,2196595,18,f,visual-verbal,presentacion,92,49,combinado,5,medio,medio,otro,alto,quieto,correo,5
1,1792741,25,m,activo-reflexivo,presentacion,92,49,combinado,5,alto,alto,otro,bajo,movimiento,correo,3
1,2275545,24,m,activo-reflexivo,presentacion,92,49,combinado,5,medio,bajo,casa,alto,quieto,web,3
1,968759,19,f,activo-reflexivo,presentacion,92,49,combinado,5,bajo,alto,casa,bajo,movimiento,web,3
1,2476624,24,m,activo-reflexivo,presentacion,92,49,combinado,5,alto,bajo,universidad,bajo,movimiento,web,3
1,531953,20,f,sensorial-intuitivo,presentacion,92,49,combinado,5,alto,medio,otro,bajo,quieto,correo,2
1,1813431,25,m,secuencial-global,presentacion,92,49,combinado,5,medio,alto,otro,alto,movimiento,web,4
1,2540145,17,m,secuencial-global,presentacion,92,49,combinado,5,medio,bajo,otro,bajo,movimiento,web,3
1,2002671,24,f,visual-verbal,presentacion,92,49,combinado,5,bajo,bajo,otro,bajo,quieto,web,2
1,1955565,25,f,sensorial-intuitivo,presentacion,92,49,combinado,5,medio,medio,otro,bajo,movimiento,web,4
1,1775841,18,m,secuencial-global,presentacion,92,49,combinado,5,alto,bajo,casa,medio,quieto,web,5
1,2439493,21,m,sensorial-intuitivo,presentacion,92,49,combinado,5,medio,bajo,universidad,bajo,movimiento,web,1
1,2291127,22,m,visual-verbal,presentacion,92,49,combinado,5,bajo,alto,casa,bajo,movimiento,web,1
1,1063361,18,f,activo-reflexivo,presentacion,92,49,combinado,5,medio,medio,universidad,medio,movimiento,correo,3
1,1850615,25,m,sensorial-intuitivo,presentacion,92,49,combinado,5,bajo,bajo,universidad,bajo,movimiento,correo,1
1,492899,17,m,sensorial-intuitivo,presentacion,92,49,combinado,5,bajo,bajo,otro,medio,quieto,correo,5
1,1147101,23,m,visual-verbal,presentacion,92,49,combinado,5,medio,alto,casa,alto,quieto,web,4
1,850291,25,m,secuencial-global,presentacion,92,49,combinado,5,bajo,bajo,universidad,alto,movimiento,correo,2
